number numb;url
game;url
ultimo;vocho
new;volkswagen
jetta;number numb
number numb;tsi
<s>;nissan
plan;number
volkswagen;toyota
sourc;url
vw;volkswagen
get;number
volkswagen;polo
volkswagen;cc
use;car
motor;volkswagen
volkswagen;completa
completa;gama
gama;exclamationmark
exclamationmark;version
version;cuatro
cuatro;puerta
golf;r
r;cabrio
<s>;goldman
trade;</s>
<s>;economia
economia;motor
volkswagen;audi
<s>;vw
volkswagen;new
new;beetl
car;volkswagen
volkswagen;tiguan
wall;mural
mural;vinyl
vinyl;sticker
sticker;car
number;wall
wall;art
art;decor
decor;vinyl
decal;sticker
sticker;instal
instal;area
area;url
i m;go
rest;porsch
volkswagen;gti
volkswagen;germani
germani;greenest
greenest;brand
<s>;motor
like;usuario0
look;insid
insid;volkswagen
<s>;look
volkswagen;race
fastest;peopl
first;url
beetl;convert
edit;url
completo;porsch
porsch;volkswagen
<s>;porsch
volkswagen;agre
agre;buy
buy;rest
porsch;number numb
number numb;bn
bn;url
share;volkswagen
volkswagen;buy
number numb;billion
billion;</s>
volkswagen;culminara
culminara;compra
compra;porsch
porsch;agosto
agosto;url
buy;remain
stake;porsch
billion;url
porsch;url
accion;volkswagen
exclamationmark;rt
grupo;volkswagen
volkswagen;porsch
volkswagen;number
euro;number numb
car;hard
number;hour
hard;url
number;mil
europa;url
<s>;spot
volkswagen;</s>
love;stori
stori;url
usuario0;i m
market;principl
principl;learn
learn;volkswagen
new;model
volkswagen;transport
euro;url
g;url
houston;tx
crown;motor
<s>;i ll
number;passat
california;edit
beetl;</s>
<s>;miss
<s>;vdub
vdub;news
url;volkswagen
number;millon
hacienda;admit
admit;regalo
regalo;navarra
navarra;iva
iva;exportacion
exportacion;volkswagen
<s>;hacienda
volkswagen;españa
españa;url
usuario0;questionmark
launch;new
volkswagen;podria
number;julio
x;number
nc;url
<s>;hey
convert;confirm
confirm;debut
number numb;km
number;day
<s>;fiat
fiat;ceo
ceo;accus
accus;volkswagen
volkswagen;wage
wage;price
price;report
volkswagen;gano
gano;junio
junio;number numb
all electr;beetl
beetl;could
next;roadster
jump;number
espionaj;industri
<s>;today
volkswagen;creat
creat;car
car;that 
that ;power
power;scream
scream;url
fabrica;ultimo
mundo;compañia
compañia;volkswagen
new;york
year;award
help;questionmark
go;home
usuario0;number
<s>;bank
bank;america
america;stadium
work;bank
america;call
call;visit
visit;bank
bank;center
center;questionmark
questionmark;anyth
anyth;help
i m;bank
america;chicago
number;bank
number;billion
<s>;go
usuario0;bank
<s>;merril
merril;loss
befor;bank
america;exec
exec;hid
hid;loss
loss;word
word;url
merril;lynch
ny;url
america;corp
america;url
america;number
america;lay
negsmiley;share
top;news
well;fargo
<s>;team
chicago;marathon
america;merril
america;</s>
america;pleas
america;happen
happen;questionmark
offic;bank
america;pavilion
pavilion;url
america;offer
number numb;million
abl;get
resolv;questionmark
america;home
home;loan
fl;url
us;url
moody ;cut
cut;credit
credit;rate
rate;number
number;major
major;bank
bank;includ
includ;bank
america;citigroup
citigroup;jpmorgan
usuario0;rt
jp;morgan
morgan;stanley
goldman;sach
barclay;hsbc
<s>;moody 
jpmorgan;chase
sach;url
hsbc;bank
mayor;bank
america;usuario0
job;bank
jh;</s>
mortgag;fraud
thank;exclamationmark
nj;url
york;url
america;abl
last;night
pleas;rt
mexican;cartel
america;lavar
lavar;dinero
dinero;url
mexicano;url
launder;money
former;bank
cash;url
center;url
<s>;top
invest;bank
america;syncora
syncora;settl
settl;mortgag
fraud;lawsuit
reuter;</s>
america;report
report;second quart
second quart;profit
millon;dolar
job;</s>
global;bank
bank;giant
time;url
p;url
url;news
<s>;three
number;goldman
profit;number numb
bank;wa
goldman;took
took;biggest
biggest;loan
loan;fed
fed;emerg
emerg;program
program;url
tea;parti
parti;goldman
sach;love
sach;group
group;inc
stock;market
number;week
wall;street
<s>;dealbook
exclamationmark;questionmark
last;week
live;</s>
say;bank
sach;vp
url;hsbc
hsbc;pmi
<s>;hsbc
hsbc;china
manufactur;pmi
say;hsbc
hsbc;</s>
seven;world
usuario0;hsbc
hsbc;build
hong;kong
robert;hard
kong;china
<s>;properti
properti;build
build;deal
deal;refin
refin;hsbc
hsbc;tower
bfa;hsbc
next;week
forex;flash
hsbc;url
hsbc;exclamationmark
banco;hsbc
report;hsbc
hsbc;flash
china;june
june;factori
factori;activ
activ;export
export;poor
poor;hsbc
flash;pmi
busi;bank
hsbc;situa
situa;españa
españa;proximo
proximo;lista
lista;rescat
rescat;global
flash;fight
fight;prejudic
prejudic;buy
buy;yen
yen;hsbc
social;media
<s>;last
<s>;hsbc 
hsbc;apolog
apolog;senat
senat;money
money;launder
launder;hear
hear;memo
hsbc;apologis
senat;hear
hsbc;hold
hsbc;brace
us;penalti
launder;url
brace;huge
giant;hsbc
hsbc;mexico
<s>;senado
bomba;nuclear
number;vece
vece;hsbc
hsbc;ant
ant;eleccion
lavado;dinero
hsbc;lavado
lavado;url
ejecutivo;hsbc
presunto;lavado
<s>;investiga
posibl;lavado
investiga;hsbc
dinero;mexico
hsbc;money
p;</s>
<s>;senat
senat;panel
lax;control
senat;investig
panel;accus
accus;hsbc
hsbc;money laund
hold;plc
prevent;money
cartel;terrorist
hsbc;ignor
ignor;warn
wa;use
senat;probe
senat;report
report;detail
hsbc;execut
us;senat
report;say
hsbc;launder
launder;mexico
ignor;money
senat;url
ant;senado
hsbc;allow
acusa;hsbc
narco;mexicano
claim;url
lavo;dinero
dinero;narco
caso;hsbc
live;url
hsbc;wa
use;kingpin
mile;millon
head;group
group;complianc
david;bagley
ye;gon
senat;committe
head;complianc
dinero;cartel
hsbc;reconoc
zhenli;ye
<s>;mexico
mexico;hsbc
hsbc;cerro
cerro;sucursal
sucursal;mexico
escandalo;lavado
hsbc;renuncia
renuncia;escandalo
<s>;renuncia
directivo;hsbc
cierran;cuenta
cuenta;client
client;mexicano
<s>;directivo
hsbc;acepta
acepta;permitio
permitio;lavado
mexico;iran
iran;siria
siria;url
bon;jovi
jovi;thank
thank;love
love;</s>
jovi;</s>
<s>;jon
jon;bon
<s>;bon
usuario0;bon
i ll;bon
<s>;play
play;bon
jovi;questionmark
jovi;exclamationmark
nadi;amado
<s>;listen
listen;bon
<s>;nowplay
nowplay;bon
dead;aliv
jovi;url
jovi;it 
it ;life
life;</s>
<s>;np
np;bon
jovi;alway
alway;</s>
jovi;live
live;prayer
nice;day
life;bon
livin;prayer
prayer;bon
url;bon
jovi;livin
prayer;</s>
<s>;success
nine;time
time;get
get;ten
give;love
love;bad
bad;</s>
jovi;bed
bed;rose
nowplay;</s>
rose;bon
np;</s>
rt;like
possmiley;possmiley
day;bon
never;say
say;goodby
jovi;i ll
jovi;never
love;bon
blaze;glori
jovi;give
bon;jovi 
aliv;bon
born;follow
jovi;usuario0
warren;buffett
kati;perri
britney;spear
listen;britney
spear;</s>
<s>;britney
simon;cowel
x;factor
like;questionmark
glad;came
<s>;twitit
olli;mur
usuario0;via
summertim;ball
ball;number
x;x
big;data
data;initi
social;busi
media;url
media;lab
<s>;mit 
<s>;professor
technolog;review
free;onlin
onlin;cours
comput;scienc
<s>;harvard
<s>;research
futur;medic
lec;number
offer;free
educ;</s>
engin;develop
develop;fuel
fuel;cell
desarrolla;celda
celda;basada
basada;glucosa
glucosa;alimentar
alimentar;implant
implant;cerebral
cerebral;url
cell;use
neural;implant
cours;url
<s>;open
peripher;vision
new;softwar
softwar;detect
detect;vital
vital;sign
sign;video
video;camera
camera;url
yale;harvard
nyu;url
nyu;</s>
<s>;nyu
medic;center
i m;nyu
go;nyu
usuario0;nyu
new;studi
school;medicin
usuario0;oh
nyu;prof
md;nyu
number;nyu
bobst;librari
librari;nyu
nyu;number
number;washington
washington;sq
pl;new
nyu;exclamationmark
nyu;langon
langon;medic
york;w
nyu;student
nyu;stern
stern;school
school;busi
usuario0;yale
yale;univers
harvard;yale
<s>;yale
yale;school
url;yale
yale;number
yale;url
open;yale
yale;exclamationmark
number;month long
month long;data
data;breach
social;secur
secur;number
yale;student
student;url
give;ipad
<s>;famili
famili;slain
slain;yale
famili;yale
yale;vs
number;injur
u haul;truck
tailgat;kill
harvard yal;tailgat
