usuario0;mayor
usuario0;exclamationmark
questionmark;number
exclamationmark;pleas
negsmiley;</s>
f;sport
usuario0;lexu
<s>;lol
usuario0;wa
<s>;lexu
lexu;gs
<s>;go
golf;gti
dream;</s>
<s>;love
like;url
<s>;oh
lexu;questionmark
kid;</s>
number;lexu
<s>;like
rx;number
usuario0;it 
lexu;</s>
lexu;exclamationmark
<s>;damn
new;lexu
number;questionmark
<s>;toyota
juli;number
number numb;pm
dream;car
exclamationmark;possmiley
get;lexu
pleas;pleas
usuario0;number
review;number
usuario0;get
<s>;see
time;exclamationmark
lexu;f
f;ccs r
pike;peak
info;url
<s>;look
lexu;url
hill;climb
lexu;bmw
<s>;alway
can t;get
lexu;lfa
usuario0;questionmark
social;media
questionmark;exclamationmark
show;</s>
toyota;lexu
drive;lexu
<s>;wa
i v;ever
ever;seen
good;</s>
part;number
<s>;congrat
<s>;special
today;url
car;lexu
usuario0;would
url;advertis
group;url
next;year
<s>;wish
lexu;rx
power;url
<s>;said
url;questionmark
bitch;</s>
number;mile
exclamationmark;questionmark
lexu;ls
youtub;url
<s>;realli
lol;possmiley
north;america
credit;card
<s>;creat
number;number numb
number numb;b
number numb;mile
w;number
studi;url
price;number numb
<s>;dear
<s>;pick
life;</s>
<s>;proud
w;usuario0
<s>;free
<s>;would
special;edit
look;forward
usuario0;love
road;trip
floor;mat
<s>;last
number;vw
url;volkswagen
volkswagen;</s>
<s>;volkswagen
volkswagen;passat
people ;car
car;project
project;hover
hover;car
print;url
number;volkswagen
volkswagen;beetl
volkswagen;may
may;number
volkswagen;group
group;america
number numb;percent
<s>;volkswagen 
volkswagen;festiv
report;volkswagen
volkswagen;think
canada;url
think;blue
volkswagen;golf
mile;number
nuevo;volkswagen
volkswagen;touareg
<s>;dtn
volkswagen;strengthen
strengthen;focu
german;carmak
usuario0;volkswagen
expans;china
china;url
volkswagen;jetta
jetta;we v
we v;inventori
avail;purcha
purcha;url
standard;</s>
beetl;fender
fender;edit
<s>;awesom
exclamationmark;volkswagen
usuario0;like
volkswagen;questionmark
vinyl;decal
volkswagen;amarok
world;url
volkswagen;scirocco
local;url
india;auto
auto;news
news;volkswagen
histori;volkswagen 
volkswagen ;beetl
beetl;url
volkswagen;lanza
<s>;evolut
volkswagen;gol
usuario0;number numb
i m;volkswagen
car;volkswagen
volkswagen;url
<s>;jessica
jessica;bmw
bmw;320i
320i;yoona
yoona;scirocco
scirocco;r line
r line;volkswagen
volkswagen;taeyeon
taeyeon;merced
benz;amg
questionmark;rt
<s>;hoy
hoy;celebramo
celebramo;mundial
mundial;medio
medio;ambient
ambient;exclamationmark
exclamationmark;pintemono
pintemono;azul
azul;exclamationmark
volkswagen;commerci
<s>;xenon
year;url
<s>;china
volkswagen;china
real;estat
holandes;aleman
check;volkswagen
yelp;url
life;url
mexico;url
<s>;market
penalti;url
passat;set
set;new
world;record
singl;tank
beach;hous
number;time
time;volkswagen
<s>;10thingsimustdobeforeidi
buy;volkswagen
volkswagen;car
volkswagen;exclamationmark
volkswagen;caravel
<s>;gracia
url;exclamationmark
yellow;volkswagen
volkswagen;vw
volkswagen;bug
year;exclamationmark
volkswagen;aqua
new;post
volkswagen;dealership
awesom;</s>
volkswagen;boost
boost;product
product;china
volkswagen;build
number;million
car;china
report;url
url;busi
volkswagen;athen
<s>;latest
usuario0;dealer
number;nation
year;award
vw;volkswagen
news;url
marca;volkswagen
number numb;millon
number numb;url
new;volkswagen
volkswagen;cc
cc;exclamationmark
game;url
volkswagen;vehiculo
vehiculo;comercial
levit;car
ultimo;vocho
exclamationmark;thank
<s>;ok
jetta;number numb
number numb;tsi
<s>;nissan
plan;number
volkswagen;toyota
sourc;url
cool;exclamationmark
volkswagen;beatl
get;number
septemb;number
volkswagen;polo
car;someth
beetl;</s>
publicidad;volkswagen
use;car
motor;volkswagen
volkswagen;completa
completa;gama
gama;exclamationmark
exclamationmark;version
version;cuatro
cuatro;puerta
beetl;number
rs;number numb
<s>;learn
golf;r
r;cabrio
<s>;goldman
trade;</s>
<s>;economia
economia;motor
volkswagen;audi
<s>;vw
volkswagen;new
new;beetl
volkswagen;tiguan
wall;mural
mural;vinyl
vinyl;sticker
sticker;car
number;wall
wall;art
art;decor
decor;vinyl
decal;sticker
sticker;instal
instal;area
area;url
mundo;</s>
go;get
get;</s>
vw;gti
beat;boxer
rest;porsch
facebook;url
volkswagen;gti
volkswagen;germani
germani;greenest
greenest;brand
<s>;onli
usuario0;go
<s>;motor
like;usuario0
<s>;dream
look;insid
insid;volkswagen
<s>;morn
volkswagen;race
fastest;peopl
first;url
beetl;convert
edit;url
<s>;never
never;never
know;</s>
get;volkswagen
cute;</s>
completo;porsch
porsch;volkswagen
<s>;porsch
volkswagen;agre
agre;buy
buy;rest
porsch;number numb
number numb;bn
bn;url
share;volkswagen
volkswagen;buy
number numb;billion
billion;</s>
volkswagen;porsch
volkswagen;culminara
culminara;compra
compra;porsch
porsch;agosto
agosto;url
buy;remain
stake;porsch
billion;url
volkswagen;final
porsch;url
accion;volkswagen
<s>;nice
move;exclamationmark
grupo;volkswagen
final;realli
realli;porsch
volkswagen;number
euro;number numb
would;get
saw;volkswagen
car;hard
hard;url
number;mil
volkswagen;next
europa;url
exclamationmark;vw
<s>;spot
<s>;i d
i d;love
love;go
volkswagen;camper
love;stori
stori;url
usuario0;i m
market;principl
principl;learn
learn;volkswagen
volkswagen;transport
<s>;excit
new;model
euro;url
g;url
houston;tx
crown;motor
credit;url
<s>;i ll
number;passat
california;edit
work;number
<s>;miss
help;url
<s>;vdub
vdub;news
number;millon
hacienda;admit
admit;regalo
regalo;navarra
navarra;iva
iva;exportacion
exportacion;volkswagen
<s>;hacienda
volkswagen;españa
know;whi
<s>;wanna
wanna;get
launch;new
volkswagen;podria
number;julio
x;number
nc;url
usuario0;made
<s>;hey
convert;confirm
confirm;debut
make;url
<s>;genial
number numb;km
number;day
<s>;fiat
fiat;ceo
ceo;accus
accus;volkswagen
volkswagen;wage
wage;price
price;report
volkswagen;gano
gano;junio
junio;number numb
all electr;beetl
beetl;could
next;roadster
jump;number
number;second
get;piss
espionaj;industri
<s>;today
haha;exclamationmark
volkswagen;creat
creat;car
car;that 
that ;power
power;scream
scream;url
fabrica;ultimo
mundo;compañia
compañia;volkswagen
new;york
español;url
exclamationmark;lol
i m;gonna
punch;</s>
<s>;well
<s>;someon
<s>;gustado
gustado;video
help;questionmark
lmfao;</s>
go;home
see;number
wa;like
bank;america
<s>;bank
ow;</s>
thank;exclamationmark
i ll;never
america;</s>
america;stadium
url;bank
work;bank
america;call
call;visit
visit;bank
bank;center
center;questionmark
questionmark;anyth
anyth;help
morn;</s>
onli;number
i m;bank
america;atm
america;chicago
number;bank
america;pavilion
big;time
life;exclamationmark
exclamationmark;i m
number;billion
go;bank
day;</s>
bank;america 
usuario0;bank
<s>;merril
merril;loss
befor;bank
america;exec
exec;hid
hid;loss
loss;word
word;url
merril;lynch
ny;url
america;corp
don t;know
america;url
america;number
hate;bank
home;url
can t;wait
well;fargo
part;time
time;get
america;lay
lay;number
number;worker
fort;lauderdal
negsmiley;share
top;news
<s>;omg
<s>;team
chicago;marathon
peopl;</s>
exclamationmark;bank
america;merril
america;pledg
climat;chang
spend;number
got;number
home;loan
url;rt
america;get
america;pleas
america;happen
happen;questionmark
offic;bank
pavilion;url
america;exclamationmark
america;offer
<s>;make
chang;hi
number numb;million
usuario0;whi
resolv;questionmark
america;home
fl;url
new;job
break;moody 
moody ;cut
cut;credit
credit;rate
rate;number
number;major
major;bank
bank;includ
includ;bank
america;citigroup
citigroup;jpmorgan
<s>;obama
usuario0;rt
<s>;break
jp;morgan
america;morgan
morgan;stanley
goldman;sach
barclay;hsbc
<s>;moody 
jpmorgan;chase
sach;url
royal;bank
bank;scotland
hsbc;bank
america;goldman
mayor;bank
america;usuario0
number numb;peopl
<s>;must
<s>;welcom
bank;</s>
bitch;exclamationmark
job;bank
america;bank
jh;</s>
<s>;mortgag
mortgag;fraud
us;exclamationmark
wall;street
last;night
nj;url
pleas;rt
york;url
america;abl
number;possmiley
questionmark;usuario0
billion;dollar
mexican;cartel
america;lavar
lavar;dinero
dinero;url
mexicano;url
launder;money
money;url
former;bank
cash;url
center;url
<s>;top
invest;bank
time;</s>
america;syncora
syncora;settl
settl;mortgag
fraud;lawsuit
reuter;</s>
america;report
report;second quart
second quart;profit
last;year
millon;dolar
job;</s>
global;bank
bank;giant
time;url
<s>;chase
time;number
p;url
black;eye
url;news
<s>;three
number;goldman
profit;number numb
work;goldman
<s>;appar
bank;wa
goldman;took
took;biggest
biggest;loan
loan;fed
fed;emerg
emerg;program
program;url
usuario0;goldman
tea;parti
parti;goldman
sach;love
entr;number
sach;group
group;inc
etc;</s>
rt;</s>
stock;market
number;week
<s>;dealbook
dealbook;goldman
sach;report
report;disappoint
disappoint;profit
billion;goldman
sach;questionmark
questionmark;it 
roll;stone
usuario0;don t
<s>;wow
live;</s>
say;bank
sach;vp
vp;chang
busi;bank
url;hsbc
hsbc;pmi
<s>;hsbc
hsbc;china
manufactur;pmi
week;</s>
say;hsbc
hsbc;</s>
seven;world
dinero;banco
banco;hsbc
usuario0;hsbc
hsbc;build
hong;kong
robert;hard
day;usuario0
hsbc;say
kong;china
hsbc;fail
hsbc;head
bank;hsbc
<s>;properti
properti;build
build;deal
deal;refin
refin;hsbc
hsbc;tower
bfa;hsbc
next;week
exclamationmark;hsbc
hsbc;number
ooo;ooo
usuario0;let 
forex;flash
hsbc;url
usuario0;great
hsbc;exclamationmark
number numb;</s>
exclamationmark;great
report;hsbc
hsbc;flash
china;june
june;factori
factori;activ
activ;export
export;poor
poor;hsbc
flash;pmi
hsbc;situa
situa;españa
españa;proximo
proximo;lista
lista;rescat
rescat;global
<s>;glad
flash;fight
fight;prejudic
prejudic;buy
buy;yen
yen;hsbc
hsbc;questionmark
hsbc;rb
news;hsbc
hsbc;execut
justin;bieber
hsbc;hold
<s>;hsbc 
<s>;senat
senat;panel
hsbc;money
money;launder
launder;hear
hear;url
hsbc;apolog
apolog;senat
senat;money
hear;memo
hsbc;apologis
senat;hear
hsbc;brace
brace;1bn
1bn;us
us;penalti
launder;url
brace;huge
<s>;hate
giant;hsbc
hsbc;mexico
<s>;senado
bomba;nuclear
number;vece
vece;hsbc
hsbc;ant
ant;eleccion
<s>;investiga
lavado;dinero
hsbc;lavado
lavado;url
ejecutivo;hsbc
presunto;lavado
posibl;lavado
investiga;hsbc
dinero;mexico
lax;control
senat;investig
panel;accus
accus;hsbc
hsbc;money laund
money laund;report
hold;plc
prevent;money
cartel;terrorist
hsbc;ignor
ignor;warn
wa;use
senat;probe
senat;report
report;detail
us;senat
report;say
hsbc;launder
launder;mexico
control;hsbc
ignor;money
senat;url
ant;senado
hsbc;allow
acusa;hsbc
narco;mexicano
launder;us
claim;url
lavo;dinero
dinero;narco
caso;hsbc
live;url
hsbc;wa
use;kingpin
mile;millon
head;group
group;complianc
david;bagley
ye;gon
senat;committe
head;complianc
dinero;hsbc
hsbc;complianc
dinero;cartel
hsbc;reconoc
zhenli;ye
<s>;mexico
mexico;hsbc
hsbc;cerro
cerro;sucursal
sucursal;mexico
launder;scandal
complianc;step
escandalo;lavado
hsbc;renuncia
renuncia;escandalo
<s>;feel
<s>;renuncia
directivo;hsbc
cierran;cuenta
cuenta;client
client;mexicano
<s>;directivo
hsbc;acepta
acepta;permitio
permitio;lavado
mexico;iran
iran;siria
siria;url
lavado;mile
bon;jovi
jovi;thank
thank;love
love;</s>
jon;bon
beauti;</s>
it ;life
life;bon
jovi;</s>
<s>;bon
<s>;jon
gun;rose
rose;bon
usuario0;bon
i ll;bon
<s>;play
play;bon
say;whi
jovi;questionmark
jovi;exclamationmark
<s>;bed
bed;rose
jovi;number
nadi;amado
amado;bon
<s>;listen
listen;bon
<s>;nowplay
nowplay;bon
dead;aliv
song;questionmark
alway;bon
jovi;url
jovi;it 
<s>;np
np;bon
jovi;alway
jovi;live
live;prayer
nice;day
livin;prayer
usuario0;listen
listen;number
prayer;bon
url;bon
jovi;livin
prayer;</s>
<s>;success
nine;time
get;ten
give;love
love;bad
bad;</s>
jovi;bed
nowplay;</s>
np;</s>
questionmark;possmiley
linkin;park
x;</s>
ac;dc
rt;like
music;</s>
jovi;possmiley
possmiley;possmiley
possmiley;xx
xx;</s>
day;bon
<s>;10bandsilik
maroon;number
10bandsilik;</s>
number;yr
<s>;10peopleiveseenl
exclamationmark;bon
number;bon
never;say
say;goodby
love;song
song;</s>
<s>;bad
jovi;usuario0
<s>;20songsonshuffl
20songsonshuffl;number
love;bon
bad;bon
exclamationmark;love
bad;medicin
medicin;bon
usuario0;playlist
playlist;url
jovi;i ll
<s>;escuchando
lyric;</s>
jovi;song
jovi;never
number;lastfm
lastfm;artist
follow;exclamationmark
jovi;nadi
escuchando;bon
blaze;glori
bon;jovi 
jovi;give
<s>;top5band
aliv;bon
vote;exclamationmark
<s>;50cancionesperfecta
50cancionesperfecta;number
weren t;born
born;follow
follow;bon
exclamationmark;awesom
follow;</s>
play;song
<s>;10songsilov
runaway;bon
perfect;</s>
<s>;i v
celtic;fan
url;itun
number;play
<s>;actual
i m;listen
usuario0;live
<s>;say
say;can t
can t;go
rt;exclamationmark
omg;exclamationmark
warren;buffett
check;exclamationmark
possmiley;x
britney;spear
xd;</s>
<s>;10favouriteband
kati;perri
simpl;plan
it ;britney
babi;time
like;britney
spear;</s>
<s>;britney
number;britney
boy;possmiley
exclamationmark;britney
listen;britney
britney;</s>
britney;bitch
brittani;spear
backstreet;boy
queen;pop
video;britney
spear;url
possmiley;rt
ladi;gaga
x;factor
spear;song
wanna;go
url;britney
play;britney
love;britney
britney;number
pop;music
vote;britney
possmiley;url
simon;cowel
<s>;vote
don t;like
spear;oop
<s>;10peopleiwannameet
britney;onli
<s>;madonna
pop;britney
usuario0;oh
oop;exclamationmark
exclamationmark;best
usuario0;britney
madonna;britney
url;pleas
much;</s>
britney;last
last;legend
britney;gaga
gaga;best
best;perform
spear;number
britney;xtina
xtina;song
usuario0;new
miley;cyru
spear;usuario0
number;checked in
checked in;url
np;britney
like;questionmark
exclamationmark;x
amaz;</s>
rt;love
time;low
hi;we r
song;glad
glad;came
go;see
chase;sun
sun;</s>
usuario0;glad
came;</s>
love;exclamationmark
rt;rt
np;glad
<s>;direct
<s>;warzon
time;rush
np;chase
sun;url
direct;questionmark
<s>;wanted 
<s>;tom
tom;parker
exclamationmark;xx
lose;mind
<s>;twitit
url;glad
direct;</s>
conor;maynard
olli;mur
direct;jl
make;beautiful on
beautiful on;direct
xxx;</s>
<s>;underratedband
<s>;overratedband
came;url
usuario0;via
ball;number
summertim;ball
amaz;exclamationmark
<s>;50thingsilov
best;british
british;band
artist;year
digit;entertain
entertain;award
vote;win
year;celebritain
x;x
wembley;stadium
usuario0;wish
big;data
data;initi
social;busi
media;url
banana;keyboard
media;lab
fall;number
lab;url
<s>;mit 
<s>;professor
technolog;review
free;onlin
onlin;cours
comput;scienc
<s>;harvard
massachusett;institut
<s>;research
futur;medic
lec;number
offer;free
educ;</s>
engin;develop
develop;fuel
fuel;cell
desarrolla;celda
celda;basada
basada;glucosa
glucosa;alimentar
alimentar;implant
implant;cerebral
cerebral;url
cell;use
neural;implant
usuario0;harvard
cours;url
<s>;open
busi;plan
peripher;vision
new;softwar
softwar;detect
detect;vital
vital;sign
sign;video
video;camera
camera;url
yale;harvard
nyu;url
join;us
go;nyu
nyu;</s>
<s>;nyu
nyu;medic
medic;center
i m;nyu
visit;nyu
usuario0;nyu
new;studi
school;medicin
transfer;nyu
nyu;columbia
new;open
nyu;prof
md;nyu
number;nyu
bobst;librari
librari;nyu
nyu;number
number;washington
washington;sq
pl;new
nyu;professor
nyu;exclamationmark
nyu;langon
langon;medic
york;w
nyu;student
nyu;stern
stern;school
school;busi
usuario0;yale
yale;univers
harvard;yale
yale;stanford
go;yale
<s>;yale
yale;exclamationmark
yale;school
yale;cours
url;yale
yale;number
yale;</s>
yale;url
open;yale
number;month long
month long;data
data;breach
social;secur
secur;number
yale;student
student;url
give;ipad
<s>;famili
famili;slain
slain;yale
famili;yale
yale;vs
harvard;game
number;injur
u haul;truck
tailgat;kill
harvard yal;tailgat
